순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
1,전라남도,순천시,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광,기타관광,245254
2,전라남도,목포시,목포역,전남 목포시 영산로 98-0,기타관광,교통시설,159899
3,전라남도,순천시,순천역,전남 순천시 팔마로 135-0,기타관광,교통시설,141882
4,전라남도,담양군,죽녹원,전남 담양군 죽녹원로 119-0,자연관광,자연공원,132973
5,전라남도,여수시,오동도,전남 여수시 오동도로 222-0,자연관광,자연경관(하천/해양),113284
6,전라남도,여수시,여수해상케이블카놀아정류장,전남 여수시 돌산로 3600-1,기타관광,기타관광,105109
7,전라남도,광양시,LF스퀘어광양점,전남 광양시 순광로 466-0,쇼핑,쇼핑몰,102492
8,전라남도,완도군,완도항여객선터미널,전남 완도군 장보고대로 339-0,기타관광,교통시설,101505
9,전라남도,여수시,향일암,전남 여수시 향일암로 1-0,역사관광,종교성지,94006
10,전라남도,목포시,목포해상케이블카북항승강장,전남 목포시 해양대학로 240-0,기타관광,기타관광,85483
11,전라남도,여수시,아쿠아플라넷여수,전남 여수시 오동도로 61-11,문화관광,테마공원,83145
12,전라남도,여수시,여수엑스포역,전남 여수시 망양로 2-0,기타관광,교통시설,82066
13,전라남도,목포시,목포종합버스터미널,전남 목포시 영산로 525-0,기타관광,교통시설,76492
14,전라남도,구례군,화엄사,전남 구례군 화엄사로 539-0,역사관광,종교성지,71502
15,전라남도,나주시,나주역,전남 나주시 나주역길 56-0,기타관광,교통시설,66728
16,전라남도,여수시,여수예술랜드,전남 여수시 무술목길 142-1,레저스포츠,기타레저스포츠,66654
17,전라남도,목포시,목포연안여객선터미널,전남 목포시 해안로 182-0,기타관광,교통시설,63783
18,전라남도,고흥군,녹동항,전남 고흥군 비봉로 159-0,자연관광,자연경관(하천/해양),58260
19,전라남도,무안군,롯데아울렛남악점,전남 무안군 남악로162번길 80-0,쇼핑,쇼핑몰,57042
20,전라남도,장성군,백양사,전남 장성군 백양로 1239-0,역사관광,종교성지,54430
21,전라남도,여수시,여수공항,전남 여수시 여순로 386-0,기타관광,교통시설,53407
22,전라남도,담양군,메타프로방스,전남 담양군 메타프로방스1길 17-0,문화관광,복합관광시설,53133
23,전라남도,순천시,순천종합버스터미널,전남 순천시 장천3길 13-0,기타관광,교통시설,52366
24,전라남도,순천시,순천만습지,전남 순천시 순천만길 513-25,기타관광,기타관광,50131
25,전라남도,순천시,낙안읍성민속마을,전남 순천시 충민길 30-0,역사관광,역사유적지,49999
26,전라남도,곡성군,섬진강기차마을,전남 곡성군 기차마을로 232-0,기타관광,기타관광,45263
27,전라남도,여수시,유월드루지테마파크,전남 여수시 안심산길 155-0,문화관광,테마공원,44412
28,전라남도,보성군,율포해수욕장,전남 보성군 우암길 24-0,자연관광,자연경관(하천/해양),39860
29,전라남도,영광군,영광종합버스터미널,전남 영광군 신남로 180-0,기타관광,교통시설,39224
30,전라남도,순천시,선암사,전남 순천시 선암사길 450-0,역사관광,종교성지,38567
31,전라남도,여수시,아르떼뮤지엄여수,전남 여수시 박람회길 1-0,문화관광,전시시설,38494
32,전라남도,영광군,불갑사,전남 영광군 불갑사로 450-0,역사관광,종교성지,34921
33,전라남도,순천시,송광사,전남 순천시 송광사안길 100-0,역사관광,종교성지,34880
34,전라남도,진도군,진도항,전남 진도군 진도항길 101-0,자연관광,자연경관(하천/해양),34692
35,전라남도,고흥군,녹동신항연안여객선터미널,전남 고흥군 비봉로 266-16,기타관광,교통시설,33181
36,전라남도,순천시,NC백화점순천점,전남 순천시 비봉2길 22-0,쇼핑,백화점,32293
37,전라남도,여수시,여수수산시장,전남 여수시 여객선터미널길 24-0,쇼핑,시장,31969
38,전라남도,여수시,돌산공원,전남 여수시,문화관광,도시공원,30773
39,전라남도,무안군,무안CC,전남 무안군,레저스포츠,육상레저스포츠,30002
40,전라남도,순천시,CGV순천신대,전남 순천시 해광로 199-0,문화관광,공연시설,29891
41,전라남도,장성군,장성역,전남 장성군 역전로 87-0,기타관광,교통시설,29430
42,전라남도,장성군,푸른솔GC,전남 장성군 임정로 155-0,레저스포츠,육상레저스포츠,29274
43,전라남도,무안군,무안국제공항,전남 무안군 공항로 970-260,기타관광,교통시설,28944
44,전라남도,영광군,호남해안로드4코스영광백수해안도로,전남 영광군,기타관광,데이트코스,28434
45,전라남도,여수시,여수수산물특화시장,전남 여수시 남산로 60-31,쇼핑,시장,28112
46,전라남도,해남군,대흥사,전남 해남군 대흥사길 400-0,역사관광,종교성지,27724
47,전라남도,보성군,벌교역,전남 보성군 채동선로 228-0,기타관광,교통시설,27277
48,전라남도,목포시,목포항국제여객터미널,전남 목포시 해안로148번길 14-0,기타관광,교통시설,26728
49,전라남도,나주시,골드레이크CC,전남 나주시 나주호로 442-129,레저스포츠,육상레저스포츠,26562
50,전라남도,해남군,해남종합버스터미널,전남 해남군 해남로 8-0,기타관광,교통시설,26242
51,전라남도,담양군,담양관방제림,전남 담양군,역사관광,역사유적지,26142
52,전라남도,구례군,사성암,전남 구례군 사성암길 303-0,역사관광,종교성지,25346
53,전라남도,여수시,여수종합버스터미널,전남 여수시 좌수영로 268-0,기타관광,교통시설,24498
54,전라남도,여수시,여천역,전남 여수시 시청로 200-0,기타관광,교통시설,24272
55,전라남도,신안군,암태남강선착장,전남 신안군 중부로 1502-80,기타관광,교통시설,23194
56,전라남도,광양시,중마버스터미널,전남 광양시 공영로 91-0,기타관광,교통시설,23015
57,전라남도,완도군,신지명사십리해수욕장,전남 완도군 명사십리길 85-105,자연관광,자연경관(하천/해양),22934
58,전라남도,화순군,무등산CC,전남 화순군 오성로 292-90,레저스포츠,육상레저스포츠,22783
59,전라남도,여수시,만성리검은모래해변,전남 여수시,자연관광,자연경관(하천/해양),22657
60,전라남도,담양군,메타세쿼이아가로수길,전남 담양군,기타관광,기타관광,22271
61,전라남도,순천시,구례구역,전남 순천시 섬진강로 217-0,기타관광,교통시설,22141
62,전라남도,순천시,순천아랫장,전남 순천시 장평로 60-0,쇼핑,시장,22120
63,전라남도,진도군,운림산방,전남 진도군 운림산방로 315-0,역사관광,역사유적지,21805
64,전라남도,순천시,순천오픈세트장,전남 순천시 비례골길 24-0,기타관광,기타관광,21458
65,전라남도,영암군,아크로CC,전남 영암군 안적동길 403-0,레저스포츠,육상레저스포츠,21308
66,전라남도,여수시,여수연안여객선터미널,전남 여수시 여객선터미널길 17-0,기타관광,교통시설,21173
67,전라남도,장흥군,정남진장흥토요시장,전남 장흥군 토요시장1길 53-0,쇼핑,시장,20611
68,전라남도,강진군,강진버스여객터미널,전남 강진군 영랑로 35-0,기타관광,교통시설,20606
69,전라남도,여수시,신기항여객터미널,전남 여수시 신기길 90-0,기타관광,교통시설,20309
70,전라남도,장흥군,JNJ골프리조트,전남 장흥군 제산기동로 326-0,레저스포츠,육상레저스포츠,20227
71,전라남도,담양군,소쇄원,전남 담양군 소쇄원길 17-0,역사관광,역사유적지,19647
72,전라남도,목포시,갓바위,전남 목포시,기타관광,기타관광,19450
73,전라남도,함평군,함평엘리체CC,전남 함평군 서당매길 242-0,레저스포츠,육상레저스포츠,19333
74,전라남도,고흥군,나로우주센터우주과학관,전남 고흥군 하반로 490-0,문화관광,전시시설,19209
75,전라남도,구례군,천은사,전남 구례군 노고단로 209-0,역사관광,종교성지,19048
76,전라남도,여수시,진남관공사중(2023년12월완공예정),전남 여수시 동문로 11-0,역사관광,역사유적지,18535
77,전라남도,해남군,땅끝전망대,전남 해남군 땅끝마을길 100-0,문화관광,랜드마크관광,18501
78,전라남도,순천시,골프존카운티순천,전남 순천시 행정1길 77-0,레저스포츠,육상레저스포츠,18338
79,전라남도,함평군,돌머리해변,전남 함평군,자연관광,자연경관(하천/해양),17901
80,전라남도,무안군,무안시외버스터미널,전남 무안군 무안로 497-1,기타관광,교통시설,17823
81,전라남도,목포시,목포북항,전남 목포시,자연관광,자연경관(하천/해양),17305
82,전라남도,해남군,땅끝선착장,전남 해남군 땅끝마을길 70-14,기타관광,교통시설,17278
83,전라남도,여수시,여수구항방파제등대,전남 여수시,문화관광,랜드마크관광,17179
84,전라남도,목포시,목포근대역사관1관,전남 목포시 영산로29번길 6-0,문화관광,전시시설,17096
85,전라남도,담양군,딜라이트 담양,전남 담양군 화방송정길 21-14,문화관광,전시시설,16895
86,전라남도,목포시,청호시장,전남 목포시 석현로 28-0,쇼핑,시장,16763
87,전라남도,강진군,다산베아채CC,전남 강진군 학장용산길 101-0,레저스포츠,육상레저스포츠,16359
88,전라남도,해남군,파인비치골프링크스,전남 해남군 시아로 224-0,레저스포츠,육상레저스포츠,16302
89,전라남도,목포시,목포종합수산시장,전남 목포시 해안로267번길 6-0,쇼핑,시장,16285
90,전라남도,화순군,화순CC,전남 화순군 천태로 1000-151,레저스포츠,육상레저스포츠,16084
91,전라남도,여수시,웅천친수공원,전남 여수시 예울마루로 37-40,문화관광,도시공원,16045
92,전라남도,곡성군,광주CC,전남 곡성군 입면로 455-0,레저스포츠,육상레저스포츠,15870
93,전라남도,담양군,메타세콰이어길,전남 담양군,기타관광,데이트코스,15803
94,전라남도,영암군,사우스링스영암CC짐앵,전남 영암군 에프원로 121-1,레저스포츠,육상레저스포츠,15673
95,전라남도,순천시,파인힐스CC,전남 순천시 송광사길 99-0,레저스포츠,육상레저스포츠,15410
96,전라남도,화순군,엘리체컨트리클럽,전남 화순군 장곡길 55-0,레저스포츠,육상레저스포츠,15360
97,전라남도,나주시,영산포공용터미널,전남 나주시 예향로 3803-0,기타관광,교통시설,15215
98,전라남도,나주시,해피니스CC,전남 나주시 다도로 171-60,레저스포츠,육상레저스포츠,15174
99,전라남도,나주시,국립나주박물관,전남 나주시 고분로 747-0,문화관광,전시시설,15056
100,전라남도,보성군,보성녹차밭,전남 보성군,기타관광,기타관광,14961
101,전라남도,보성군,윤제림,전남 보성군 주월산길 222-0,기타관광,기타관광,14688
102,전라남도,고흥군,고흥우주발사전망대,전남 고흥군 해맞이로 840-0,문화관광,랜드마크관광,14245
103,전라남도,담양군,창평시장,전남 담양군 사동길 14-24,쇼핑,시장,14182
104,전라남도,여수시,여수엑스포여객선터미널,전남 여수시 엑스포대로 320-66,기타관광,교통시설,14144
105,전라남도,무안군,무안회산백련지,전남 무안군 백련로 333-0,자연관광,자연경관(하천/해양),14085
106,전라남도,순천시,와온해변,전남 순천시,자연관광,자연경관(하천/해양),14044
107,전라남도,구례군,노고단,전남 구례군,자연관광,자연경관(산),13982
108,전라남도,광양시,광양버스터미널,전남 광양시 순광로 688-0,기타관광,교통시설,13883
109,전라남도,함평군,베르힐컨트리클럽,전남 함평군 대동길 408-0,레저스포츠,육상레저스포츠,13732
110,전라남도,장흥군,정남진편백숲우드랜드,전남 장흥군 우드랜드길 180-0,문화관광,도시공원,13600
111,전라남도,담양군,담양레이나CC,전남 담양군 깊은실길 169-0,레저스포츠,육상레저스포츠,13568
112,전라남도,곡성군,곡성역,전남 곡성군 곡성로 920-0,기타관광,교통시설,13549
113,전라남도,구례군,쌍산재,전남 구례군 장수길 3-2,역사관광,역사유적지,13504
114,전라남도,강진군,남미륵사,전남 강진군 풍동1길 24-13,역사관광,종교성지,13405
115,전라남도,여수시,여수해상케이블카해야정류장,전남 여수시 자산4길 39-0,기타관광,기타관광,13207
116,전라남도,해남군,솔라시도CC,전남 해남군,레저스포츠,육상레저스포츠,13050
117,전라남도,순천시,조례호수공원,전남 순천시,문화관광,도시공원,12994
118,전라남도,영암군,왕인박사유적지,전남 영암군 왕인로 440-0,역사관광,역사유적지,12982
119,전라남도,목포시,동부시장,전남 목포시,쇼핑,시장,12971
120,전라남도,광양시,중마시장,전남 광양시 중마중앙로 88-0,쇼핑,시장,12934
121,전라남도,담양군,담양온천,전남 담양군 금성산성길 202-0,체험관광,웰니스관광,12912
122,전라남도,순천시,순천시농산물도매시장,전남 순천시 해광로 1-0,쇼핑,시장,12775
123,전라남도,화순군,도곡온천단지,전남 화순군 온천1길 45-0,문화관광,복합관광시설,12665
124,전라남도,목포시,목포스카이워크,전남 목포시 해양대학로 59-0,기타관광,기타관광,12586
125,전라남도,담양군,담양공용버스터미널,전남 담양군 중앙로 24-1,기타관광,교통시설,12539
126,전라남도,영광군,웨스트오션컨트리클럽,전남 영광군 해안로 1362-70,레저스포츠,육상레저스포츠,12372
127,전라남도,여수시,해양수산과학관,전남 여수시 돌산로 2876-0,문화관광,전시시설,12358
128,전라남도,해남군,해남공룡박물관,전남 해남군 공룡박물관길 234-1,문화관광,전시시설,12136
129,전라남도,화순군,운주사,전남 화순군 천태로 91-44,역사관광,종교성지,12070
130,전라남도,무안군,무안클린밸리CC,전남 무안군 태봉길 33-126,레저스포츠,육상레저스포츠,11852
131,전라남도,여수시,여수해양레일바이크,전남 여수시 망양로 187-0,레저스포츠,기타레저스포츠,11834
132,전라남도,목포시,CGV목포평화광장,전남 목포시 원형동로 53-0,문화관광,공연시설,11756
133,전라남도,나주시,나주시외버스터미널,전남 나주시 나주로 192-0,기타관광,교통시설,11728
134,전라남도,영암군,월출산기찬랜드,전남 영암군 기찬랜드로 19-3,문화관광,테마공원,11654
135,전라남도,나주시,빛가람전망대,전남 나주시 호수로 77-0,문화관광,랜드마크관광,11645
136,전라남도,순천시,순천만국제습지센터,전남 순천시 국가정원1호길 47-0,기타관광,기타관광,11609
137,전라남도,함평군,함평엑스포공원,전남 함평군 곤재로 27-0,문화관광,도시공원,11485
138,전라남도,보성군,보성CC,전남 보성군 조성3길 338-0,레저스포츠,육상레저스포츠,11467
139,전라남도,강진군,마량항,전남 강진군 미항로 169-0,자연관광,자연경관(하천/해양),11303
140,전라남도,구례군,구례5일장,전남 구례군 5일시장작은길 20-0,쇼핑,시장,11232
141,전라남도,목포시,목포해상케이블카고하도승강장,전남 목포시 고하도안길 186-0,기타관광,기타관광,11097
142,전라남도,완도군,완도타워,전남 완도군 장보고대로 330-0,문화관광,랜드마크관광,11083
143,전라남도,순천시,순천만국제정원박람회(순천만국가정원),전남 순천시 국가정원1호길 47-0,문화관광,기타문화관광지,11050
144,전라남도,여수시,국동항,전남 여수시,자연관광,자연경관(하천/해양),11014
145,전라남도,진도군,세방낙조전망대,전남 진도군,문화관광,랜드마크관광,10878
146,전라남도,목포시,자유시장,전남 목포시 자유로 122-0,쇼핑,시장,10733
147,전라남도,여수시,백야선착장,전남 여수시 백야해안길 0-0,기타관광,교통시설,10728
148,전라남도,나주시,CGV나주,전남 나주시 상야4길 16-16,문화관광,공연시설,10703
149,전라남도,영광군,설도항,전남 영광군 향화로5길 0-0,자연관광,자연경관(하천/해양),10588
150,전라남도,여수시,서시장,전남 여수시 좌수영로 16-6,쇼핑,시장,10543
151,전라남도,진도군,진도타워,전남 진도군 만금길 112-41,문화관광,랜드마크관광,10499
152,전라남도,영암군,용당부두,전남 영암군 용당부두길 50-0,자연관광,자연경관(하천/해양),10397
153,전라남도,진도군,진도개테마파크,전남 진도군 성죽골길 37-0,기타관광,기타관광,10379
154,전라남도,완도군,당목항,전남 완도군 당목길 0-0,기타관광,교통시설,10349
155,전라남도,순천시,웃장,전남 순천시 북문길 40-0,쇼핑,시장,10347
156,전라남도,목포시,유달산공원,전남 목포시 유달로 180-0,문화관광,도시공원,10312
157,전라남도,고흥군,나로도항,전남 고흥군 나로도항길 169-0,자연관광,자연경관(하천/해양),10243
158,전라남도,신안군,천사섬분재공원,전남 신안군 무지개길 330-0,문화관광,테마공원,10236
159,전라남도,진도군,서망항,전남 진도군 서망항길 70-15,자연관광,자연경관(하천/해양),10228
160,전라남도,해남군,미황사,전남 해남군 미황사길 164-0,역사관광,종교성지,10201
161,전라남도,광양시,광양청매실농원,전남 광양시 지막1길 55-0,체험관광,농/산/어촌체험,10062
162,전라남도,완도군,화흥포여객선터미널,전남 완도군 화흥포길 242-0,기타관광,교통시설,9927
163,전라남도,여수시,여수미남크루즈,전남 여수시 돌산로 3617-22,레저스포츠,기타레저스포츠,9914
164,전라남도,구례군,구례자연드림파크,전남 구례군 용산로 107-66,문화관광,복합관광시설,9831
165,전라남도,순천시,순천만국가정원오천그린광장,전남 순천시,문화관광,전시시설,9692
166,전라남도,영광군,백암해안전망대,전남 영광군,문화관광,랜드마크관광,9665
167,전라남도,목포시,고하도전망대,전남 목포시 고하도안길 234-0,문화관광,랜드마크관광,9638
168,전라남도,고흥군,고흥공용시외버스터미널,전남 고흥군 여산당촌길 19-0,기타관광,교통시설,9518
169,전라남도,무안군,톱머리해변,전남 무안군,자연관광,자연경관(하천/해양),9453
170,전라남도,장흥군,장흥시외버스터미널,전남 장흥군 중앙로1길 8-0,기타관광,교통시설,9428
171,전라남도,구례군,구례공영버스터미널,전남 구례군 중앙로 8-0,기타관광,교통시설,9398
172,전라남도,여수시,세이지우드여수경도CC,전남 여수시 대경도길 111-0,레저스포츠,육상레저스포츠,9377
173,전라남도,보성군,제암산자연휴양림,전남 보성군 대산길 330-0,자연관광,자연공원,9364
174,전라남도,목포시,연희네슈퍼,전남 목포시 해안로127번길 14-2,문화관광,기타문화관광지,9339
175,전라남도,함평군,함평시외버스터미널,전남 함평군 중앙길 46-0,기타관광,교통시설,9321
176,전라남도,영광군,한빛원자력발전소홍보관,전남 영광군 홍농로 846-0,문화관광,전시시설,9268
177,전라남도,완도군,완도공용버스터미널,전남 완도군 개포로130번길 20-0,기타관광,교통시설,9252
178,전라남도,담양군,담양곤충박물관,전남 담양군 담양88로 428-0,문화관광,전시시설,9184
179,전라남도,영암군,독천터미널,전남 영암군 영산로 6-0,기타관광,교통시설,9111
180,전라남도,광양시,백운산자연휴양림,전남 광양시 백계로 337-0,자연관광,자연공원,9046
181,전라남도,목포시,목포국제축구센터,전남 목포시 내화마을길 89-0,문화관광,레저스포츠시설,9022
182,전라남도,해남군,우수영국민관광지,전남 해남군,문화관광,복합관광시설,9014
183,전라남도,광양시,몰오브광양,전남 광양시 금호로 26-0,쇼핑,쇼핑몰,8929
184,전라남도,여수시,녹테마레,전남 여수시 만성로 294-0,문화관광,전시시설,8912
185,전라남도,순천시,포라이즌,전남 순천시 오실길 333-0,레저스포츠,육상레저스포츠,8873
186,전라남도,장성군,황룡강생태공원,전남 장성군,문화관광,도시공원,8850
187,전라남도,나주시,드들강솔밭유원지,전남 나주시,문화관광,복합관광시설,8795
188,전라남도,강진군,강진만생태공원,전남 강진군 생태공원길 47-0,문화관광,도시공원,8740
189,전라남도,화순군,동구리호수공원,전남 화순군,문화관광,도시공원,8687
190,전라남도,담양군,추월산,전남 담양군,자연관광,자연경관(산),8596
191,전라남도,여수시,GS칼텍스예울마루,전남 여수시 예울마루로 100-0,문화관광,공연시설,8595
192,전라남도,목포시,목포항,전남 목포시,자연관광,자연경관(하천/해양),8582
193,전라남도,무안군,무안황토갯벌랜드,전남 무안군 황토갯벌길 88-0,문화관광,복합관광시설,8541
194,전라남도,여수시,교동시장,전남 여수시 교동시장1길 0-0,쇼핑,시장,8509
195,전라남도,여수시,여수시티파크리조트CC,전남 여수시 좌수영로 641-0,레저스포츠,육상레저스포츠,8482
196,전라남도,진도군,진도종합버스터미널,전남 진도군 남문길 5-0,기타관광,교통시설,8462
197,전라남도,순천시,메가박스순천,전남 순천시 충효로 15-0,문화관광,공연시설,8425
198,전라남도,보성군,보성역,전남 보성군 현충로 90-0,기타관광,교통시설,8296
199,전라남도,순천시,모다아울렛순천점,전남 순천시 상성길 70-0,쇼핑,쇼핑몰,8224
200,전라남도,구례군,지리산온천랜드본관 휴업중,전남 구례군 지리산온천로 261-0,체험관광,웰니스관광,8183
201,전라남도,화순군,금호화순아쿠아나,전남 화순군 옥리길 14-7,체험관광,웰니스관광,8136
202,전라남도,고흥군,녹동신항,전남 고흥군 비봉로 266-16,자연관광,자연경관(하천/해양),8039
203,전라남도,신안군,송공리선착장,전남 신안군 압해로 1852-14,기타관광,교통시설,7992
204,전라남도,화순군,조아밸리CC,전남 화순군 고인돌2로 450-0,레저스포츠,육상레저스포츠,7972
205,전라남도,나주시,빛가람호수공원,전남 나주시,문화관광,도시공원,7934
206,전라남도,영광군,영광칠산타워,전남 영광군 향화로 2-10,문화관광,랜드마크관광,7845
207,전라남도,보성군,벌교시장,전남 보성군 시장2길 10-35,쇼핑,시장,7712
208,전라남도,장성군,백양우리CC,전남 장성군 봉암로 1574-0,레저스포츠,육상레저스포츠,7710
209,전라남도,장흥군,정남진전망대,전남 장흥군 정남진해안로 242-58,문화관광,랜드마크관광,7690
210,전라남도,화순군,키즈라라,전남 화순군 온천1길 35-0,문화관광,테마공원,7688
211,전라남도,완도군,완도수목원,전남 완도군 초평1길 156-0,자연관광,자연공원,7677
212,전라남도,강진군,다산초당,전남 강진군 다산초당길 68-35,역사관광,역사유적지,7656
213,전라남도,구례군,섬진강어류생태관,전남 구례군 간전중앙로 47-0,문화관광,전시시설,7593
214,전라남도,곡성군,압록유원지,전남 곡성군,문화관광,복합관광시설,7583
215,전라남도,여수시,롯데몰여수점,전남 여수시 국포1로 36-0,쇼핑,쇼핑몰,7581
216,전라남도,담양군,창평CC,전남 담양군 오산길 100-0,레저스포츠,육상레저스포츠,7558
217,전라남도,해남군,송호해수욕장,전남 해남군,자연관광,자연경관(하천/해양),7526
218,전라남도,신안군,퍼플교,전남 신안군,기타관광,기타관광,7524
219,전라남도,여수시,여수해양공원,전남 여수시,문화관광,도시공원,7468
220,전라남도,여수시,디오션CC,전남 여수시,레저스포츠,육상레저스포츠,7464
221,전라남도,목포시,목포신항만,전남 목포시 신항로294번길 45-0,자연관광,자연경관(하천/해양),7375
222,전라남도,여수시,오동도유람선터미널,전남 여수시,기타관광,교통시설,7360
223,전라남도,완도군,화흥포항,전남 완도군 화흥포길 243-0,자연관광,자연경관(하천/해양),7320
224,전라남도,보성군,벌교공용버스터미널,전남 보성군 조정래길 2-8,기타관광,교통시설,7239
225,전라남도,광양시,광양와인동굴,전남 광양시 강정길 33-0,자연관광,자연생태,7186
226,전라남도,해남군,땅끝국민관광지,전남 해남군 땅끝마을길 42-0,문화관광,복합관광시설,7162
227,전라남도,완도군,완도항3부두,전남 완도군,자연관광,자연경관(하천/해양),7123
228,전라남도,장성군,백양사역,전남 장성군 백양로 2-14,기타관광,교통시설,7047
229,전라남도,장성군,국립장성치유의숲,전남 장성군 추암로 716-0,자연관광,자연공원,7025
230,전라남도,목포시,김대중노벨평화상기념관,전남 목포시 삼학로92번길 68-0,문화관광,전시시설,7006
231,전라남도,여수시,디오션리조트워터파크,전남 여수시 소호로 295-0,문화관광,테마공원,6970
232,전라남도,여수시,메가박스여수웅천,전남 여수시 신월로 96-0,문화관광,공연시설,6920
233,전라남도,영암군,사우스링스영암CC카일필립스,전남 영암군 에프원로 121-2,레저스포츠,육상레저스포츠,6892
234,전라남도,신안군,대광해변,전남 신안군,자연관광,자연경관(하천/해양),6846
235,전라남도,보성군,율포해수녹차온천탕,전남 보성군 우암길 24-0,체험관광,웰니스관광,6730
236,전라남도,목포시,목포자연사박물관,전남 목포시 남농로 135-0,문화관광,전시시설,6693
237,전라남도,나주시,나주힐스CC,전남 나주시 신지로 806-0,레저스포츠,육상레저스포츠,6648
238,전라남도,나주시,농협나주축산물공판장,전남 나주시 혁신산단2길 13-0,쇼핑,시장,6643
239,전라남도,영암군,영암여객자동차터미널,전남 영암군 동문로 8-0,기타관광,교통시설,6611
240,전라남도,여수시,라마다여수해상짚트랙,전남 여수시 강남로 11-0,레저스포츠,기타레저스포츠,6609
241,전라남도,영광군,에콜리안영광CC,전남 영광군 월현로1길 40-0,레저스포츠,육상레저스포츠,6599
242,전라남도,여수시,이사부크루즈선착장,전남 여수시 돌산로 3617-18,기타관광,교통시설,6596
243,전라남도,해남군,두륜산케이블카,전남 해남군 대흥사길 88-45,기타관광,기타관광,6593
244,전라남도,장성군,방장산자연휴양림,전남 장성군 방장로 353-0,자연관광,자연공원,6591
